id,object_name,object_id,start_time,end_time,duration
eztv.re,clothing,ddde8431,1945.819,1951.199,5.380374999999958
eztv.re,coat,2e0c0f4a,831.706,837.086,5.380374999999958
eztv.re,person,6342adb1,1499.123,1504.503,5.380374999999958
eztv.re,person,3de7c14a,728.603,733.983,5.380374999999958
eztv.re,clothing,e6d195e8,1499.123,1504.503,5.380374999999958
eztv.re,jacket,3c82f092,831.706,837.086,5.380374999999958
eztv.re,person,699f9c14,1155.029,1160.409,5.380374999999958
eztv.re,person,930fd4d8,2329.327,2334.707,5.380374999999731
eztv.re,clothing,70ccf5ba,2301.424,2306.679,5.25525000000016
eztv.re,person,a2c86e53,2301.424,2306.679,5.25525000000016
eztv.re,window,7fc420f4,1154.779,1160.034,5.25525000000016
eztv.re,person,7d0d6c05,1713.211,1718.467,5.25525000000016
eztv.re,dress,2ece79cb,1440.939,1446.195,5.25525000000016
eztv.re,dress,8457e661,1437.436,1442.691,5.25525000000016
eztv.re,person,2e491dc8,2301.424,2306.679,5.25525000000016
eztv.re,clothing,e62c374b,2301.424,2306.679,5.25525000000016
eztv.re,person,a04512c8,1521.270,1526.525,5.25525000000016
eztv.re,person,954608fd,2645.643,2650.898,5.25525000000016
eztv.re,car,ed5a03a2,842.341,847.597,5.255250000000046
eztv.re,table top,d80ebe8a,762.887,768.142,5.255250000000046
eztv.re,person,ad571982,471.346,476.601,5.255250000000046
eztv.re,houseplant,1108444b,359.359,364.614,5.255250000000046
eztv.re,clothing,966445a8,831.706,836.961,5.255250000000046
eztv.re,car,6a121bad,842.341,847.597,5.255250000000046
eztv.re,fedora,126a5bfb,149.775,155.030,5.255250000000018
eztv.re,outerwear,80590f85,899.023,904.278,5.255249999999933
eztv.re,jacket,ae36a522,814.564,819.819,5.255249999999933
eztv.re,clothing,bb4c12fa,814.564,819.819,5.255249999999933
eztv.re,outerwear,b615973f,899.023,904.278,5.255249999999933
eztv.re,suit,cedef1e5,1499.248,1504.503,5.255249999999933
eztv.re,person,f0517871,1844.342,1849.598,5.255249999999933
eztv.re,pants,d09cf126,899.023,904.278,5.255249999999933
eztv.re,curtain,2edada33,1895.769,1901.024,5.255249999999933
eztv.re,suit,d0e17a16,1844.342,1849.598,5.255249999999933
eztv.re,person,aa362a1f,831.831,837.086,5.255249999999933
eztv.re,coat,2b085c64,1263.763,1269.018,5.255249999999933
eztv.re,car,74d73aa4,831.831,837.086,5.255249999999933
eztv.re,car,4cd26b23,899.023,904.278,5.255249999999933
eztv.re,person,dfd7ac8f,899.023,904.278,5.255249999999933
eztv.re,person,cf0802cf,814.564,819.819,5.255249999999933
eztv.re,clothing,36bca99b,814.564,819.819,5.255249999999933
eztv.re,pants,3d910fd8,1155.154,1160.409,5.255249999999933
eztv.re,car,2b29cb50,899.023,904.278,5.255249999999933
eztv.re,person,1378d780,814.564,819.819,5.255249999999933
eztv.re,person,b7a2998a,831.831,837.086,5.255249999999933
eztv.re,person,55d81aad,814.564,819.819,5.255249999999933
eztv.re,person,3f8e55bf,831.831,837.086,5.255249999999933
eztv.re,dress,d55deb55,1399.773,1405.029,5.255249999999933
eztv.re,person,183d0e39,899.023,904.278,5.255249999999933
eztv.re,clothing,afbb0bf0,814.564,819.819,5.255249999999933
eztv.re,person,0f262a57,2438.436,2443.691,5.255249999999705
eztv.re,clothing,14c97f61,1853.101,1858.231,5.130125000000135
eztv.re,tableware,221c5d36,1373.872,1379.003,5.130125000000135
eztv.re,person,cc02b3ec,1417.416,1422.546,5.130125000000135
eztv.re,person,9e888434,2111.860,2116.990,5.130125000000135
eztv.re,person,38012b22,2117.615,2122.746,5.130125000000135
eztv.re,suit,5e5ab5a8,2117.615,2122.746,5.130125000000135
eztv.re,person,8c37b161,2029.402,2034.533,5.130125000000135
eztv.re,person,558d58fc,347.597,352.727,5.130125000000021
eztv.re,person,403be44e,347.597,352.727,5.130125000000021
eztv.re,house,fd6ed889,921.170,926.300,5.130125000000021
eztv.re,person,7461690f,831.831,836.961,5.130125000000021
eztv.re,outerwear,570c0ad7,477.352,482.482,5.130125000000021
eztv.re,coat,98893e17,347.597,352.727,5.130125000000021
